id,unidade,curso,ano,modalidade,chamada,nota_linguagens,nota_humanas,nota_natureza,nota_matematica,nota_redacao,nota_final,nota_redacao_c1,nota_redacao_c2,nota_redacao_c3,nota_redacao_c4,nota_redacao_c5,redacao
114,FM,Fisioterapia,2020,Ampla Concorrência (AC),,639.7,680.3,736.7,834.3,960,770.2,,,,,,
114,FMRP,Fisioterapia,2020,"Pretos, Pardos e Indígenas (PPI)",,602,598,596,711,940,689.4,180,200,180,200,180,
107,FFLCH,Geografia,2020,Escola Pública (EP),,636.5,718.5,645.7,651.3,860,730.55,160,200,180,180,140,
107,FFLCH,Geografia,2020,Escola Pública (EP),,604,630,540,655,960,717.3,160,200,200,200,200,
107,FFLCH,Geografia,2020,"Pretos, Pardos e Indígenas (PPI)",,580.3,645.4,584.2,545.3,760,650.63,,,,,,
160,IGc,Geologia,2020,Escola Pública (EP),,603.3,658.2,598,700.8,880,664.12,160,200,160,200,160,
12,EACH,Gestão de Políticas Públicas,2017,"Pretos, Pardos e Indígenas (PPI)",,639,698,600,678,800,703,160,160,140,180,160,
12,EACH,Gestão de Políticas Públicas,2019,"Pretos, Pardos e Indígenas (PPI)",,646,680.1,597,755,760,703.92,160,200,200,120,80,
12,EACH,Gestão de Políticas Públicas,2020,Ampla Concorrência (AC),,606.4,642.5,605,770.2,840,716.32,,,,,,
109,FFLCH,História,2020,Escola Pública (EP),,545,667,559,550,840,672,,,,,,
111,FFLCH,Letras (Básico),2019,"Pretos, Pardos e Indígenas (PPI)",,620,650,430,580,880,682.5,200,120,160,200,200,
111,FFLCH,Letras (Básico),2019,"Pretos, Pardos e Indígenas (PPI)",,621.7,685.3,574.2,626.6,800,686.83,160,180,140,160,160,
111,FFLCH,Letras (Básico),2020,"Pretos, Pardos e Indígenas (PPI)",,663,685,587.4,705.4,900,736.28,160,180,200,200,160,
111,FFLCH,Letras (Básico),2020,"Pretos, Pardos e Indígenas (PPI)",,627.6,622.6,543.5,404,880,671.3,160,200,200,160,160,
111,FFLCH,Letras (Básico),2020,Escola Pública (EP),,583.8,621.8,599.6,726.7,980,728.03,180,200,200,200,200,
128,FOB,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,772.32,,,,,,
128,FOB,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,782.31,,,,,,
128,FOB,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,792.5,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,799.21,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,811.93,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,812.24,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,814.55,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,815.38,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,815.95,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,816.11,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,818.62,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,819.71,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,822.24,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,827.46,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,827.86,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,832.62,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,832.68,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,833.78,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,837.24,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,837.73,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,845.19,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,607.7,659.5,694.1,801.7,940,738.1,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,640.3,649.4,655.8,849.4,960,743.9,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,664.4,730.3,690.1,785.3,960,755.82,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,655.8,709.9,725.2,829.5,860,756.98,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,601.1,705.5,658.1,899.6,960,758.8,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,679.2,671.8,697.4,832.9,940,759.25,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,704.2,720.2,696,812.3,920,762.28,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,703,677.5,693.7,872.4,880,762.6,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,682,683.8,685.9,855.2,940,763.14,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,629.2,693.8,730.6,812.6,960,763.55,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,616.5,633.5,741.8,856,960,765.78,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,702.4,724.1,703.5,807.8,960,770.03,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,629.7,685.8,719.1,867,980,774.49,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,661.5,687.5,711.9,874.9,1000,782.33,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,668.2,697.9,757.4,849.7,940,783.92,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,650.2,721.1,761.4,862.1,980,794.96,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,654.5,714.5,740.5,964.2,880,796.35,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,653.2,721.9,762.2,920.5,900,796.96,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,644,702.9,749,932.9,940,797.4,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,660.6,723.2,734.4,924.4,960,799.88,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,741.8,707,792.1,858.2,880,800.05,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,650.7,708.5,763.1,906.6,960,800.82,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,638,730.9,753.4,918,960,801.35,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,650.7,698.9,808.1,909,880,801.43,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,660.1,715.2,756.9,942.8,940,806.66,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,691.3,706.4,735,949.7,960,808.04,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,683.8,735.8,739.1,976.5,920,812.7,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,644.3,692.3,803.4,907.5,980,813.02,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,655.5,697.8,764,963.3,960,813.32,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,685.1,708.9,774.1,919.4,980,815.58,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,635.4,657.8,800,970.2,960,816.69,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,682.3,737.3,790.2,934,920,818.6,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,708.3,677.5,802.5,929.5,940,819.24,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,650,750,745,982,960,819.32,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,660.6,791.8,755.3,963,920,819.62,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,678.2,709.3,794.2,914.5,980,819.64,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,736.2,741.9,767.3,882.5,1000,820.99,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,625.1,729,780,963.6,980,821.46,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,716.1,710.5,792.3,914.8,960,822.06,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,687.8,735.8,760.8,985,940,825.03,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,725.5,745.2,779,921.8,960,826.37,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,714,745.8,773.37,924.4,980,826.62,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,641.9,747.2,806.9,964,940,829.06,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,678.8,716.5,827,973.4,900,832.22,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,649.9,706,860.9,971.7,900,836.2,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,705.7,783,809.6,934.5,960,841.48,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,654.7,765.6,840.5,925.7,980,841.52,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,692.5,699.4,831.6,963.3,980,843.15,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,745.3,822.7,828.6,962.9,820,844.55,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,632.8,784.7,772.8,875,920,799.32,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,676.4,733.6,756.6,910.4,940,828,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,626.2,665.7,626,857,920,762.24,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,626.9,683.3,658.5,780.9,960,763.63,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,764.98,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,767.76,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,770.24,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,591,619.3,690.4,896.5,960,774.48,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,612.6,665.6,690,878,940,774.49,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,617,666.9,673.4,828.9,960,776.06,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,779.23,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,780.84,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,624.9,670.8,703.5,815.6,960,781.74,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,960,782.08,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,787.21,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,790.4,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,631.3,691.1,715.3,907.9,940,806.1,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,581.7,688.9,751.6,891.2,980,814.5,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,816.14,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,817.08,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,635.9,735.7,743,861.7,980,817.63,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,817.73,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,820.6,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,820.7,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,821.2,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,621.4,665.3,753.5,935.1,960,822.99,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,670.6,730.4,756.8,868.9,980,826.55,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,608.5,661.3,675.4,847.5,920,743.95,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,601.8,675.7,642.6,707.8,900,702.27,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,606.9,665.7,641.5,762.5,900,712.9,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,648,710,661,804,960,751.7,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,662.8,649,671.7,848.2,820,732.61,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,652.5,,658.9,813.9,940,,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,667,697,684,742,880,732.7,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,635,680,607,645,920,690.1,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,621,658,614,633,780,656.8,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,644,686,615,720,820,689.9,,,,,,
124,FMVZ,Medicina Veterinária,2020,"Pretos, Pardos e Indígenas (PPI)",,620,670,617,640,800,664.1,,,,,,
124,FMVZ,Medicina Veterinária,2020,"Pretos, Pardos e Indígenas (PPI)",,619,645,656,666,860,690.3,,,,,,
124,FMVZ,Medicina Veterinária,2020,"Pretos, Pardos e Indígenas (PPI)",,644.3,622.5,619.5,728.5,920,706.66,,,,,,
169,IO,Oceanografia,2020,Escola Pública (EP),,628.8,631.1,633.6,743,940,736.541666666667,160,200,180,200,200,
169,IO,Oceanografia,2020,Ampla Concorrência (AC),,597.8,552.9,592.3,757.6,940,718.183333333333,160,200,180,200,200,
169,IO,Oceanografia,2020,Escola Pública (EP),,607.4,602.9,563.6,671.7,800,660.3,160,180,140,160,160,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,647.2,638,693.8,724.3,740,693,160,120,160,160,140,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,618.7,659,619.2,690.1,920,701.5,160,200,160,200,200,
125,FO,Odontologia,2020,Escola Pública (EP),,612.4,649.2,667.9,701.7,920,710.2,160,160,200,200,160,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,661.1,645.9,653,710.3,880,710.77,,,,,,
125,FO,Odontologia,2019,"Pretos, Pardos e Indígenas (PPI)",,603.3,678.1,699.5,702.2,920,722.76,,,,,,
125,FO,Odontologia,2020,Escola Pública (EP),,617.3,624.3,674.6,785.5,920,724.34,160,200,160,200,200,
125,FO,Odontologia,2019,Escola Pública (EP),,612.6,681.8,695,775.5,900,732.8,160,200,160,200,160,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,642.3,670,674.2,737.6,940,732.82,160,200,160,200,200,
125,FO,Odontologia,2019,Escola Pública (EP),,732.2,708.3,676.2,736.4,820,737.01,160,160,160,160,200,
125,FO,Odontologia,2020,Escola Pública (EP),,706.6,717,649.6,781.6,820,743.3,160,160,,,,
125,FO,Odontologia,2020,Escola Pública (EP),,659.9,699.8,646.8,752.9,960,743.88,160,200,200,160,200,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,629.2,708.4,659.1,797.6,940,746.92,160,200,180,200,200,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,660.8,696.9,677.1,,960,764.3,160,200,200,200,200,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,627,741.5,671.1,861,940,765,160,200,200,180,200,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,673.2,721.6,703.7,829,940,773.5,160,200,200,180,200,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,635.4,657.8,800,970.2,960,804.6,180,200,180,200,200,
170,IP,Psicologia,2020,Escola Pública (EP),,660,618,595,741,940,711,,,,,,
170,IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,661.2,716.7,578.6,708.8,960,725,,,,,,
170,IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,615.9,643.7,636,722.9,940,711.7,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,614,657.5,694.5,760,860,717.2,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,664.3,751.2,652,663.8,920,730.26,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,626.1,646.5,667.1,798.8,920,731.7,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,658.8,729.7,657,757.8,880,736.6,,,,,,
170,IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,660.5,684.7,587.2,800.5,960,738.53,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,658.6,662,663.9,770.3,960,742.96,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,615.7,719.6,658.6,846.7,880,744.12,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,644.6,694.6,657.8,804.9,920,744.38,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,656.5,707.6,680.3,804.9,900,749.44,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,662.9,691.5,656.8,820.8,960,758.4,,,,,,
173,IQSC,Química,2020,Ampla Concorrência (AC),,590,680,644,710,920,704.705882352941,,,,,,
171,IQ,Química Integral (Bach e Lic),2018,Escola Pública (EP),,586.7,656.3,656.6,739.3,620,648.918181818182,,,,,,
171,IQ,Química Integral (Bach e Lic),2019,Ampla Concorrência (AC),,675.8,674,680.3,785.5,940,768.863636363636,,,,,,
171,IQ,Química Integral (Bach e Lic),2019,Ampla Concorrência (AC),,671.3,741.3,729.5,928.3,800,775.363636363636,,,,,,
171,IQ,Química Integral (Bach e Lic),2019,Escola Pública (EP),,609.2,657.9,642.9,769.2,740,687.581818181818,140,120,160,120,200,
171,IQ,Química Integral (Bach e Lic),2020,Escola Pública (EP),,627.6,640.9,644.6,819.7,920,748.118181818182,160,200,180,180,200,
171,IQ,Química Integral (Bach e Lic),2020,Escola Pública (EP),,601.1,687.8,718.5,820.9,900,762.481818181818,180,180,200,180,160,
171,IQ,Química Integral (Bach e Lic),2020,Ampla Concorrência (AC),,614.1,634.6,627,793.3,900,730.036363636364,140,180,200,180,200,
171,IQ,Química Integral (Bach e Lic),2020,Escola Pública (EP),,632.5,622.2,631.5,693.5,800,688.063636363636,,,,,,
172,IQ,Química Noturno (Bach e Lic),2018,"Pretos, Pardos e Indígenas (PPI)",,621.4,641.3,648,637.2,900,709.318181818182,160,200,160,200,180,
172,IQ,Química Noturno (Bach e Lic),2019,"Pretos, Pardos e Indígenas (PPI)",,613.6,646.4,614.4,719.7,820,692.381818181818,,,,,,
172,IQ,Química Noturno (Bach e Lic),2019,Escola Pública (EP),,687,722.1,651.6,697.1,900,740.463636363636,160,200,180,180,180,
172,IQ,Química Noturno (Bach e Lic),2019,Ampla Concorrência (AC),,616.1,620.9,614.9,769.4,940,732.418181818182,160,200,200,200,180,
172,IQ,Química Noturno (Bach e Lic),2019,Escola Pública (EP),,628.4,669.1,648.3,742.1,680,672.272727272727,,,,,,
172,IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,645.7,650.8,621.5,838.9,820,722.227272727273,200,140,160,120,200,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,633,627,587,734,820,690,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,635,712,695,740,920,745,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,553,599.5,518,621,880,647.22,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,606.6,603.6,631.5,693.7,920,697.7,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,664.3,668.9,613.5,760.1,800,711.21,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,635,687,620.5,732.9,880,721.14,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,651,665.4,641.6,803.7,820,724.64,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,624.6,640.1,627,708.7,980,725.97,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,607,657,618,813,900,730.66,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,623.4,649.8,603.9,800.4,940,736.79,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,643,696.5,653.1,748.6,920,741.03,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,665.9,699.3,613.4,831.4,880,751.84,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,663,713,627,750,960,755.53,,,,,,
174,IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,657.7,751.2,714.9,870.9,980,803.83,,,,,,
174,IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,689.5,769.4,720.5,963.5,960,831.63,,,,,,
0,EACH,Sistemas de Informação,2020,Ampla Concorrência (AC),,682.7,678.8,670.1,844.7,940,779.85,180,200,180,180,200,
0,EACH,Sistemas de Informação,2020,Escola Pública (EP),,629.8,644.1,652.5,730.1,920,723.9,,,,,,
0,EACH,Sistemas de Informação,2020,Escola Pública (EP),,643.3,672.9,560.5,757.3,900,715.24,180,140,180,200,200,
0,EACH,Sistemas de Informação,2020,Escola Pública (EP),,585.5,681.6,579.4,739.8,960,715.08,,,,,,
